time,UAV_0_trust,UAV_1_trust,UAV_2_trust,UAV_3_trust,UAV_4_trust,UAV_5_trust,UAV_6_trust,UAV_7_trust,UAV_8_trust,UAV_9_trust,UAV_10_trust,UAV_11_trust,UAV_12_trust,UAV_13_trust,UAV_14_trust,UAV_15_trust,UAV_16_trust,UAV_17_trust,UAV_18_trust,UAV_19_trust
10,0.6031287132363574,0.5344366949612982,0.6414104816911824,0.5906386026891698,0.6080342733885111,0.524202203195113,0.5279220412063557,0.6295279003333423,0.48546075470027894,0.5440240936289058,0.5263993786915291,0.5325610253833726,0.23499740484978832,0.5718882286932387,0.5755463636055466,0.5595455698029197,0.5057585429761235,0.5319049502663586,0.6193611739366027,0.5461272220799517
11,0.5259310861542986,0.5753043858925979,0.6954032273143325,0.5199467618928529,0.5359581332424772,0.5664878607174311,0.49571306631306467,0.6186159722187161,0.2202681604765188,0.5657905802893499,0.5070093222856481,0.5921429595916747,0.539412652493016,0.5725553215622164,0.5522100201473674,0.5204506745539593,0.5717261931561687,0.5802566477019695,0.5301120742021651,0.5452800432410199
12,0.5836234189127503,0.5545823826445158,0.6603084805291879,0.5239054580641034,0.5351217855797661,0.5684301071296858,0.5012248807521268,0.6757406771037857,0.22032037749379568,0.5581833168573644,0.516002626389785,0.5440687719600145,0.538294189065332,0.573321097934201,0.5747145880190623,0.5183921696904475,0.5835841041249699,0.5814208904576115,0.533769477416832,0.5590649777336534
13,0.5811834108113758,0.5383732223795139,0.6318073318068298,0.5248366859279544,0.5342716621876367,0.5826296285913958,0.5659204253664177,0.6167658600705841,0.2202681604765188,0.5591979902077218,0.4969593645516386,0.5474163274161283,0.5368904415630775,0.5772609845635819,0.5640721337311827,0.5174237921566285,0.5716300705474904,0.580598842426178,0.5371460575759391,0.5410531248313675
14,0.5796934800389945,0.5509970636300988,0.5707444804513104,0.5259879479473152,0.5325149434961672,0.5798242069872722,0.5653913222963172,0.6189729152228747,0.4890985490542952,0.5595875432051127,0.5003269104378525,0.5339701878462242,0.5345264356028179,0.5753457326738523,0.5620324585248159,0.5180038364814084,0.578747326191593,0.644751950177386,0.5345098936688883,0.5257213894876531
15,0.5984556900750915,0.5846471965987164,0.5720119642997322,0.5269554900045388,0.5307305876496906,0.5596451966757887,0.5885457659799305,0.5713645662719146,0.5162417669791948,0.57016613385915,0.5049739727309566,0.5322639977055829,0.5317832725054104,0.5699294367325302,0.580887331185246,0.5190423294734726,0.5770020118233453,0.5530035137134062,0.5316389446903705,0.5341171422131107
16,0.5659996912249516,0.5776641759469856,0.6163306019095266,0.5269204055413206,0.5319473932433042,0.5436987204374386,0.5393889706847633,0.5736081547463362,0.5445117793526733,0.5879270682114339,0.5067239064897803,0.5300113861244846,0.5287156318324056,0.5718448365383242,0.5653763009590043,0.5210175591512932,0.59459709614504,0.5449386704751438,0.5287101961982655,0.549952023070712
17,0.5744176499230462,0.5540619540007756,0.6175866693046457,0.5263771787789115,0.5336203343346273,0.5328567379942264,0.543163034091908,0.6612437578858203,0.5126043943574814,0.5635541066790406,0.513052243041808,0.527317345026604,0.5250533265013944,0.6764837608554912,0.5636992995959809,0.5229598389137675,0.6004207652361994,0.5312457096902192,0.5281493797047843,0.5508316302903964
18,0.6059435051642759,0.5703973853455623,0.6619005653086563,0.5267287135967214,0.5351022377221023,0.5326984963871779,0.5410196162591848,0.6631214075761785,0.5134777805028891,0.5591639039968591,0.5160866461921663,0.5241311819681908,0.5232884240609735,0.6770617608343499,0.5761266018892242,0.5248425949278879,0.6039439979818522,0.2503479641577357,0.5273618634130863,0.5321956647504751
19,0.6359314132306962,0.6132966602022513,0.6425700283472355,0.530746667015102,0.5364523090535899,0.5183042975493899,0.5437325627948624,0.5927069485618315,0.502842278967752,0.5665062335993223,0.5313430416727027,0.5235169577970877,0.5211912762194353,0.6601738130333386,0.5763220438402985,0.5268239712853879,0.5926765929612923,0.5350072384338665,0.5263183687110691,0.5234557204992675
20,0.5848586162687024,0.7069580878447039,0.6258253213721139,0.5341767659149353,0.5376155112762528,0.25094176656199496,0.5871356481781886,0.6694934254780688,0.5250208776923426,0.5330726322136372,0.5453764065004421,0.5241771294291768,0.5188090435623421,0.6184001069240275,0.5745703068910258,0.5286916912863853,0.5879677877939706,0.5337062496335521,0.5247968616715675,0.5253414287971903
21,0.5914924743208061,0.6293729825946084,0.640992773485223,0.5854051372656064,0.584308989930415,0.24569146725817312,0.6279319905293435,0.6212623674534217,0.5552402774229863,0.5643719845021645,0.5430792846709083,0.5390731433709615,0.5240292074433252,0.5565283030289748,0.5777225538528474,0.5657218263780621,0.5895632203149637,0.5263645161100026,0.682053729611272,0.5481959398971338
22,0.5923575330724364,0.5935169491379393,0.6189075721096657,0.5835054455311166,0.5996948609395318,0.24569146725817312,0.5522758918510007,0.6657786403375829,0.5661939764262962,0.559241004021825,0.5406455957378599,0.5349458167797805,0.5224741297942569,0.5834041852652341,0.5802355645599339,0.5831140690653276,0.6241906591710755,0.5260099932490997,0.5877974139635873,0.5525527900984673
23,0.5715736170354773,0.6874463147691076,0.5929952591930451,0.6040551080328453,0.5985169053131574,0.24569146725817312,0.561002143297574,0.666632043727099,0.5656211307045209,0.5547247180788598,0.5437761608122667,0.5309128751978544,0.2562202829775286,0.613682232332742,0.6215301743902679,0.6210771631914427,0.6281977049361702,0.5255508775448767,0.6381922267140865,0.5508928686321399
24,0.5653613306600058,0.6796563405116294,0.5755113490578636,0.5823625215030797,0.5977234505060484,0.24569146725817312,0.5927057628258829,0.6444739818356848,0.540828594557905,0.5630620709157549,0.5767213543564809,0.5315330462266393,0.2562202829775286,0.6192944944261027,0.6218952766887997,0.5430153562680244,0.6120592789892594,0.5257233154382379,0.6082400879796468,0.5477052241747776
25,0.5626535584144847,0.6812258282790972,0.5956503470434589,0.5418691393190314,0.6160243053042183,0.5102157490497407,0.5891035197108324,0.6164124121989564,0.540677682762946,0.5587687345484071,0.5783090241203912,0.5791941134247276,0.5190270752878734,0.6205904816130257,0.600962610148086,0.6018484486432408,0.5972372963201655,0.5262516157591345,0.58950262952709,0.2510240150124777
26,0.5520772966243155,0.6362245045478346,0.5725656034357949,0.5577329158457907,0.6155756953801272,0.5093179947360559,0.6052623540810314,0.6150830034254013,0.496234009620947,0.5375583799485941,0.5638812588375504,0.5853236792699182,0.5182933407800835,0.620901283239904,0.6165446981225847,0.6351715923421282,0.5983438248108266,0.5258290643129151,0.6112253852948586,0.2510513220794771
27,0.5886894061132535,0.6342242306075345,0.5727242898669975,0.5812563647184303,0.5784968908250253,0.5082179964114953,0.55366968767592,0.6854132172389031,0.507361371911903,0.5529875898749403,0.5678163701615179,0.6212669156553521,0.5172271774254739,0.5917418501755785,0.6590804843321307,0.6374997698618905,0.6012132650617017,0.5267035544201122,0.6034381450341998,0.2510513220794771
28,0.5920225130864549,0.6352521928940343,0.5699007322756113,0.6008092115168187,0.5825290792051441,0.5083980242641204,0.5596753275682167,0.6418894635831563,0.5729252012088779,0.5490923131792633,0.5719437890114694,0.5872972248259254,0.5138253972871263,0.5936139726902216,0.6623831207991815,0.6040264266002415,0.5952236383373224,0.5291496010151077,0.5929199125584789,0.2510513220794771
29,0.5887267214211385,0.6242763197627937,0.58715731941239,0.6059702748317086,0.564422371107375,0.5124745825291206,0.5590155234248271,0.6342934560179665,0.5750408883233067,0.5528168532122137,0.5717919013281889,0.570710218800595,0.5123631923734278,0.5645416315396674,0.5966295901724148,0.5888279344071374,0.5958345107287615,0.5313378238993172,0.6066477603466505,0.25114643290945626
30,0.5930482107180592,0.6224563028377846,0.5987330586784981,0.5815663965210974,0.5846374729272377,0.5082656732754278,0.5544018470529846,0.6198359846543842,0.5044882256047715,0.5263798850667025,0.5545365380323231,0.6013937817951969,0.5110620695371,0.5565962173583572,0.622822496608398,0.5791803091969581,0.5984688156268905,0.5301899738035192,0.6001639096476161,0.245334176822827
31,0.5889986889351018,0.6281572374343902,0.5834020509643809,0.5964724427560584,0.6160818169435898,0.5572158390772755,0.5530531801378411,0.6761473398285145,0.5790543186455192,0.5313703387473088,0.557712398366476,0.5753819028567259,0.5711786307041323,0.5932393973607253,0.5854152872353777,0.5851367611393434,0.5645855652766337,0.5892967703251294,0.5336816952061711,0.5288226564072258
32,0.6110085116224884,0.6486660429291369,0.606243241865398,0.6119885804353368,0.6044405718286584,0.5589437033088753,0.5563909650552508,0.6355121932348736,0.5836050434605167,0.5221439726827464,0.578755529310367,0.5763192758186269,0.5728113837203417,0.5956570131144896,0.5924844008669017,0.5753459452128091,0.5762069842674675,0.5539252739382454,0.5375225967958892,0.5269314250671038
33,0.5939510532529517,0.6475492886401735,0.6219727139554004,0.5999575011713437,0.602939254554383,0.5611322667801445,0.5431298134132202,0.5582242885062006,0.58281706313747,0.5233711301455727,0.546992141458989,0.5769890551106505,0.5249067492243443,0.6342303612672086,0.5811647426536148,0.5928363068148628,0.5688983497893089,0.5655570335671463,0.5412276701658039,0.5244559488259308
34,0.5935507463322227,0.6875732876581551,0.6473686483526633,0.5975970348358023,0.5607931091762529,0.5627344753289487,0.5469381894837712,0.5602844515426257,0.5757782052974889,0.5309138705244615,0.5719636747652261,0.5772996029769895,0.5813901432096735,0.6576995102074923,0.5722548017232556,0.6142118936542749,0.5688965708634719,0.565392929803687,0.6324860041494649,0.5209593121111493
35,0.6038877538843455,0.6626117575611423,0.5836520703383907,0.5744364122699124,0.5496050262606752,0.5592333550609809,0.5591031892327603,0.5621713093183944,0.573609831796886,0.5296196012468628,0.5689254294024,0.5736111657636467,0.5804866402362052,0.6292759082097308,0.56474572472566,0.6254278826554877,0.5673813126736866,0.29081436829097224,0.5417499328833035,0.5228143472454398
36,0.5876672681047559,0.6550355814596023,0.5921886288565721,0.5613421359733711,0.5646055396780412,0.5604086345043617,0.5783693263603623,0.572996596274067,0.5674249593791754,0.5157124107644901,0.5575195009333134,0.2959705418755523,0.6168474812430139,0.6290959177227023,0.563468820390396,0.6081978216419568,0.57473851082259,0.29081436829097224,0.5391539160011385,0.5285886388455572
37,0.6073394574191789,0.6617921369483244,0.5481205742401334,0.5634172285398353,0.5709116337343411,0.5617092680258073,0.5737855608754493,0.575762799688,0.5678332876958956,0.5082966558765688,0.544421667870153,0.5768163084236705,0.5827560702660808,0.6326768602030179,0.5436414654423045,0.6104328237043253,0.5620353351851757,0.2783056264273417,0.5232279173782315,0.5303160501397839
38,0.6056759195240916,0.6541666676100039,0.5917530770216723,0.5656187597406426,0.5579581886804647,0.5644628025877766,0.5666002001193455,0.5865543153271299,0.5850366490611065,0.5126354598039408,0.5470112931077035,0.5694402333428823,0.5644428198571763,0.6284327377605323,0.5441316129738356,0.6119770401442217,0.5763517409938075,0.5490950971353623,0.5201324069597668,0.5314637438931673
39,0.5865738232368647,0.6457519837393528,0.5755771221435796,0.5666666916001033,0.5759301295884467,0.2959705418755523,0.5371144314197828,0.5935548376415577,0.5902391570300454,0.518505037437739,0.5768401509918735,0.5637215844058427,0.2959705418755523,0.616848175872232,0.5480278392680321,0.6075953520810105,0.5779294895185145,0.5418683921539118,0.5224873934079429,0.5289670254221941
